id,earmark_id,raw_recipient,standardized_recipient
149,761,Grady Health System,""
150,768,Saft America,""
151,810,IHS Inc.,""
152,812,Barco Federal Systems Inc,""
153,812,Mercury Computer,""
158,840,Mathews Associates,""
160,857,Northwest Center for Small Fruit Research,""
162,861,Oregon Nanoscience & Microtechnologies Institute,""
163,862,Oregon Nanoscience & Microtechnologies Institute,""
164,863,Oregon Aero,""
165,864,Oregon Nanoscience & Microtechnologies Institute,""
166,867,University of Idaho,""
170,880,University of Idaho,""
171,887,EaglePicher Technologies Inc.,""
172,892,Gestalt LLC,""
173,899,Missouri State University/Applied Systems Intelligence,""
174,921,Providence Hospital,""
175,935,Eisenhower Medical Center,""
176,938,Air Force Research Laboratory,""
177,946,Surmet Corporation,""
178,947,Naval Sea Systems Command,""
179,965,"National Center for Appropriate Technology, Butte, Montana",""
183,971,"Space Photonics, Inc.",""
184,981,McAlester AAP,""
185,993,L-3 Aeromet,""
186,1030,Goodrich Corporation Turbine Fuel Technologies,""
187,1031,West Central Cooperative,""
189,1034,Advanced Analytical Technologies Inc.,""
191,1054,Virginia Tech-Wake Forest Center for Biomechanics,""
193,1100,"3001, Inc.",""
194,1108,Air Force Research Laboratory,""
195,1110,Naval Surface Warfare Center Panama City,""
196,1125,"St. Mark's Powder, General Dynamics",""
197,1126,Air Force Research Laboratory,""
199,1130,Air Force Research Laboratory,""
201,1135,Tallahassee Community College,""
202,1136,Naval Surface Warfare Center Panama City,""
203,1137,Air Force Research Laboratory,""
204,1137,Naval Surface Warfare Center,""
205,1142,I.D.E.A.L. Technology Corporation,""
208,1151,General Dynamics Ordance and Tactical Systems,""
209,1153,Florida A&M University,""
210,1153,South Dakota School of Mines and Technology,""
211,1155,UCT Defense,""
213,1157,Florida A&M University,""
215,1175,Kansas Air National Guard,""
216,1176,Kansas Air National Guard,""
217,1187,Army National Guard Readiness Center,""
218,1195,Pittsburg State University,""
219,1206,Kansas National Guard,""
220,1209,"National Agriculture Biosecurity Center, Kansas State University",""
223,1218,NewPoint Energy Solutions,""
224,1228,Sam Houston State University,""
226,1234,V System Composites Inc.,""
227,1235,"Early Responders Distance Learning Center, St. Joseph's University",""
228,1241,Wills Eye Health System,""
230,1250,INRange Systems Inc.,""
231,1255,Oto Melara North America Inc.,""
232,1256,SPD Electrical Systems,""
233,1284,"Carleton Life Support System, Inc.",""
236,1290,Florida Community College at Jacksonville,""
237,1305,University of Florida College of Medicine,""
238,1325,Charleston Marine Containers,""
239,1330,ALS Therapy Development Institute,""
154,814,Morehouse College,Morehouse College
180,966,University of Arkansas,University of Arkansas
212,1156,Boeing Company,Boeing Co
198,1127,Florida State University,Florida State University
181,966,Iowa State University,Iowa State University
188,1031,General Atomics,General Atomics
161,859,Oregon State University,Oregon State University
167,867,Oregon State University,Oregon State University
214,1159,University of South Florida,University of South Florida
159,841,Rohm and Haas Company,Rohm & Haas
192,1093,C&C Technologies Inc.,C&C Technologies
157,840,STIDD Systems Inc.,Stidd Systems
155,818,Stony Brook University,Stony Brook University
359,2095,Maximum Technology Corporation,Maximum Technology
182,966,Kansas State University,Kansas State University
190,1053,Virginia Tech,Virginia Tech University
234,1285,Rockwell Collins,Rockwell Collins Inc
235,1286,University of Northern Iowa,University of Northern Iowa
206,1148,University of Florida,University of Florida
156,831,"Curtiss Wright Corporation, Target Rock Division",Curtiss-Wright Corp
240,1333,South Carolina Research Authority,""
241,1334,Miami Project to Cure Paralysis,""
242,1336,Saint Leo University,""
243,1341,New College of Florida,""
245,1379,L-3 Geneva Aerospace,""
246,1380,Women's Oncology Research and Development (WORD),""
248,1413,Airship Management Services Inc.,""
249,1418,"Combat Display, Inc.",""
250,1421,Mtek Weapons Systems,""
252,1430,Alcoa Defense Inc.,""
253,1431,Naval Surface Warfare Center Corona Division,""
254,1450,U.S. Naval Research Laboratory,""
257,1453,Stanford University School of Medicine,""
259,1470,United Solar Ovonic,""
260,1473,L-3 Communications Systems West,""
261,1477,Klune Industries,""
263,1490,Triune Software,""
265,1501,Agile Materials and Technologies,""
266,1511,Innovative Micro Technology,""
267,1526,IST/Textron,""
268,1526,Pacific Scientific,""
269,1530,"Children's Hospital, Boston",""
270,1541,Textron Systems Corporation,""
273,1552,AdMeTech Foundation,""
274,1553,Center for Integration of Medicine and Innovative Technology (CIMIT),""
275,1554,Schepens Eye Research Institute,""
276,1557,Cerus Corporation,""
277,1560,Abt Associates,""
278,1579,Westland Technologies Inc.,""
279,1597,Nobel Biomaterials,""
280,1598,Vital Probes Inc.,""
281,1614,Gentex Helmet Systems,""
283,1622,Osram Sylvania,""
284,1628,General Dynamics/Chamberlain,""
285,1630,Snake Creek Lasers,""
286,1643,IU Cancer Center,""
287,1663,"Texas Engineering Experiment Station, Texas A&M University",""
288,1664,"Texas Agricultural Experiment Station, Texas A&M University",""
289,1668,University of Texas at Austin/Fort Hood,""
290,1669,Applied Physical Electronics,""
292,1698,Fraunhofer USA Center for Molecular Biotechnology,""
293,1703,Delaware Department of Agriculture,""
294,1710,DuPont Fuel Cells,""
295,1723,"Patrick Power Products, Inc.",""
296,1726,University of South Florida College of Public Health,""
297,1728,MacDill Air Force Base,""
299,1745,Air Force Research Laboratory,""
300,1752,US Army Benet Laboratories,""
301,1755,Kentucky State University,""
302,1757,General Atomics/Bluegrass Army Depot,""
303,1797,Engineering Software Research and Development Inc.,""
304,1798,Clean Earth Technologies,""
307,1825,ATK Small Caliber Ammunition Systems,""
308,1838,Claflin University,""
309,1842,DefenseCS Inc.,""
311,1848,Defense Supply Center,""
313,1883,"DropMaster, Inc.",""
314,1887,General Dynamics Advanced Information Systems,""
315,1889,RF Micro Devices,""
316,1889,Center for Excellence for Electro-Optics at Pennsylvania State University,""
317,1889,RF Micro Devices,""
318,1890,RF Micro Devices,""
319,1890,Center for Excellence for Electro-Optics at Pennsylvania State University,""
320,1890,RF Micro Devices,""
322,1911,Techrizon LLC,""
323,1917,Ardmore Development Authority,""
324,1918,Institute for Creative Technologies,""
325,1931,"Global Delta, LLC.",""
331,1935,Texas Tech University-Center for Pulse Power and Power Electronics,""
332,1938,Angelo State University,""
333,1951,Component Optimization for Ground Systems,""
334,1951,Onodi Tool and Engineering,""
335,1955,Next Energy,""
336,1964,University of Detroit-Mercy,""
339,1993,Raydon,""
340,1995,California Department of Food and Agriculture,""
341,1998,Ocean Systems Engineering Corporation,""
342,2010,Magnesium Elektron North America Inc.,""
344,2015,University of Iowa Telemedicine and Advanced Technology Research Center,""
345,2015,Luvata Franklin,""
346,2043,Specialized Technology Resources,""
347,2052,Chesapeake Sciences Corp.,""
350,2071,"Control Module, Inc.",""
351,2071,"Optikey, LLC.",""
352,2071,"Optikey, LLC.",""
354,2080,Advanced Optical Systems Inc.,""
355,2081,CFD Research (CRDRC),""
310,1846,University of South Carolina,University of South Carolina
330,1934,Zebra Imaging Inc.,Zebra Imaging
291,1678,University of Delaware,University of Delaware
282,1620,Dupont,DuPont Co
348,2056,University of Connecticut,University of Connecticut
357,2087,The Intergraph Corporation,Intergraph Corp
271,1543,Parametric Technology Corporation,Parametric Technology Corp
244,1368,University of North Texas,University of North Texas
312,1850,Medical University of South Carolina,Medical University of South Carolina
256,1453,Duke University,Duke University
306,1813,University of Missouri,University of Missouri
262,1488,STS International,STS International
356,2086,Radiance Technologies Inc.,Radiance Technologies
358,2089,SAIC Inc.,SAIC Inc
327,1932,Texas A & M University,Texas A&M University
353,2075,Miltec Corporation,Miltec Corp
305,1805,STERIS Corporation,Steris Corp
264,1500,Alion Science and Technology Corp.,Alion Science & Technology
251,1423,Purdue University,Purdue University
272,1546,Northeastern University,Northeastern University
298,1736,University of Florida,University of Florida
343,2015,Olin Corporation,Olin Corp
363,2103,Stanley Associates,""
364,2106,Hudson Alpha Institute,""
368,2118,Analytical Services Inc.,""
375,2121,Auburn University,""
376,2123,Goodrich Engineered Polymer Products,""
377,2125,Gestalt LLC,""
378,2172,Fort Belvoir/Countermine Division,""
379,2177,Edgewood Chemical Biological Center,""
380,2178,Kirtland AFB/Space Vehicles Directorate,""
381,2194,Texas A&M International University,""
382,2201,The Alliance for NanoHealth,""
384,2219,Texas Agricultural Experiment Station,""
385,2228,Optemax Inc.,""
390,2293,Holston AAP Ordnance Systems Inc.,""
391,2294,Holston AAP Ordnance Systems Inc.,""
392,2299,Seaman Corporation,""
393,2305,Tier 1 Performance Solutions,""
394,2316,DRS Sustainment Systems,""
395,2325,Thomas Jefferson National Accelerator Facility,""
396,2341,April Harris,""
397,2343,April Harris,""
399,2351,Quasar Federal Systems,""
400,2355,SeQual Technologies Inc.,""
402,2362,G2 Software Systems Inc.,""
404,2364,Sempra Energy Utilities Southern California Gas Company,""
405,2364,"Cleaver Brooks, Inc.",""
408,2367,Cornet Technologies,""
409,2377,Odin Technologies,""
411,2415,National Jewish Medical and Research Center,""
412,2426,Otis National Guard Base,""
413,2441,Precision Combustion Inc.,""
414,2442,Z Medica,""
415,2469,Yale-New Haven Hospital Systems,""
416,2473,AirDat LLC,""
417,2483,VaxInnate,""
418,2490,Sikorsky Aircraft Corporation,""
419,2502,Triton Services,""
421,2513,Lehigh Heavy Force Corporation,""
422,2516,Bosch Rexroth Corporation,""
423,2521,University of Miami Bascom Palmer Eye Institute,""
424,2523,University of Miami Ryder Trauma Center/William Lehman Injury Research Center,""
426,2532,Florida Gulf Coast University,""
427,2538,Sunstream Corporation,""
429,2541,SAFE Boat International,""
430,2543,National Center for Manufacturing Sciences,""
431,2544,Mobilisa Inc.,""
432,2549,Dimension4,""
433,2554,Raytheon Torpedo and Readiness Center,""
434,2555,Topia,""
435,2557,National Bureau For Asian Research,""
437,2560,Battelle Marine Sciences Laboratory,""
438,2565,AMI International,""
440,2568,U.S. Naval Historical Center,""
442,2580,Hammer Training Center,""
444,2584,University of Idaho,""
445,2584,Washington Sate University,""
446,2584,North Dakota State University,""
448,2587,Science Applications International Corporation (SAIC),""
449,2588,Raytheon Torpedo and Readiness Center,""
450,2595,Puget Sound Blood Center,""
452,2604,T/J Technologies,""
453,2613,Eastern Michigan University,""
454,2620,University of Michigan-Dearborn,""
455,2626,Cybernet Systems,""
456,2628,Solidica,""
457,2630,University of Michigan Automotive Research Institute,""
458,2637,University of Michigan Health Systems - Center for Genetic Origins of Cancer,""
459,2638,Texas State University,""
460,2655,Defense CS,""
464,2691,Rotordynamics-Seal Resesarch,""
465,2693,California National Guard,""
469,2699,BodyMedia,""
470,2700,Eye360,""
471,2701,Pittsburgh Tissue Engineering Initiative,""
473,2713,Pennsylvania NanoMaterials Commercialization Center,""
475,2716,Stemnion LLC,""
476,2719,Doyle Center for Manufacturing Technology,""
477,2732,Morphix Technologies,""
478,2742,Alion Science and Technology Corp. / BMH Operations,""
479,2752,KITCO Fiber Optics,""
480,2752,kSARIA,""
436,2559,Concurrent Technologies Corporation,Concurrent Technologies
441,2569,Planning Systems Inc. (PSI),Planning Systems Inc
386,2236,Johns Hopkins University,Johns Hopkins University
443,2583,Washington State University,Washington State University
472,2708,ProLogic,ProLogic Inc
398,2349,San Diego State University,San Diego State University
383,2205,Rice University,Rice University
467,2696,Alliant Techsystems Inc.,Alliant Techsystems
407,2366,Progeny Systems Corporation,Progeny Systems
403,2363,"21st Century Systems, Inc",21st Century Systems
388,2238,Kennedy Krieger Institute,Kennedy Krieger Institute
439,2567,University of Washington,University of Washington
463,2687,General Atomics,General Atomics
389,2282,University of Illinois,University of Illinois
406,2365,BriarTek Inc.,BriarTek Inc
362,2101,The COLSA Corporation,Colsa Corp
370,2120,Dynetics,Dynetics Inc
360,2096,DESE Research Inc.,Dese Research
401,2358,SAIC Inc.,SAIC Inc
428,2539,Advanced Acoustic Concepts,Advanced Acoustic Concepts
474,2714,Carnegie Mellon University,Carnegie Mellon University
369,2119,Digital Fusion Inc.,Digital Fusion
468,2698,PPG Industries Inc.,PPG Industries
425,2531,University of Miami,University of Miami
361,2099,University of Alabama,University of Alabama
410,2381,AeroJet,Aerojet-General Corp
466,2695,Aerojet,Aerojet-General Corp
420,2510,Air Products and Chemicals Inc.,Air Products & Chemicals Inc
481,2752,KITCO Fiber Optics,""
483,2764,Tanner Research,""
484,2771,"Advanced Projects Research, Inc.",""
485,2783,AMEC of Knoxville,""
486,2786,Integrated Manufacturing Technology Initiative,""
487,2799,Advanced Concepts and Technologies International,""
492,2827,Fort Hood/Waco VA Medical Center,""
493,2828,Lynntech Inc.,""
494,2835,Critical Path Institute and University of Utah,""
495,2845,Texas Agricultural Experiment Station,""
496,2858,Texas Agricultural Experiment Station,""
497,2875,Smiths Aerospace,""
498,2890,Phygen Inc.,""
499,2902,IPC - Association Connecting Electronics Industries,""
502,2927,General Dynamics Information Technology,""
503,2938,Fort Detrick,""
504,2949,University of Missouri-Rolla,""
505,2951,Spin Systems Inc.,""
506,2956,Brewer Science Inc.,""
507,2987,University of Missouri-Columbia,""
508,2990,"442nd Fighter Wing, Air Force Reserve",""
512,2991,University of Nevada at Reno,""
514,3008,Verdant Power,""
515,3015,Bliley Technologies Inc.,""
516,3021,Department of Defense,""
517,3027,Bear Metallurgical,""
518,3027,Strategic Minerals Corporation,""
519,3027,Telemedicine and Advanced Technology Research Center,""
520,3027,Metallurg Vanadium,""
521,3028,SETI Institute,""
522,3030,Northrop Grumman Marine Systems,""
524,3043,Spectra Physics,""
528,3044,Aoptix,""
529,3055,"Cellerant Therapeutics, Inc.",""
530,3076,Applied Research Associates Inc.,""
531,3084,STB Lifesaving Technologies,""
534,3105,JKM,""
535,3105,HDL Research Lab,""
536,3108,Auburn University,""
537,3131,Wave Technologies,""
538,3132,Wave Technologies,""
539,3136,Naval Postgraduate School,""
540,3138,Naval Postgraduate School,""
541,3141,Safety Storage Inc.,""
542,3165,Monterey Institute for International Studies,""
543,3180,Philadelphia University,""
545,3200,US Army Research Development & Engineering Command,""
546,3201,Joint Training Integration and Evaluation Center,""
547,3204,Telemedicine Advanced Technology Research Center building 1054,""
548,3213,Picatinny Arsenal,""
549,3246,Joint Forces Command,""
550,3249,Joint Forces Command,""
554,3290,NanoTechLabs Inc.,""
555,3303,Kopin Corporation,""
556,3318,MIKEL Inc.,""
557,3320,GINER Inc.,""
558,3320,TREADWELL Corporation,""
559,3326,Operation Smile Inc.,""
561,3333,Textron Corpration,""
562,3334,"Armaments Research, Development and Engineering Center",""
563,3335,"Armaments Research, Development and Engineering Center",""
566,3341,"Armaments Research, Development and Engineering Center",""
567,3346,Filtration Solutions Inc.,""
568,3350,"Armaments Research, Development and Engineering Center",""
569,3351,"Armaments Research, Development and Engineering Center",""
570,3355,"Armaments Research, Development and Engineering Center",""
571,3360,"Marotta Scientific Controls, Inc.",""
572,3361,Dewey Electronics,""
574,3364,Impact Instrumentation,""
578,3370,Frontier Polymers,""
582,3379,Microwave Monolithics Inc.,""
583,3381,NAVAIR,""
584,3388,Imperial Machine & Tool Co.,""
585,3405,Cheyney University of Pennsylvania,""
587,3423,Collegiate Consortium for Workforce and Economic Development,""
588,3428,Silicon Power Corporation,""
589,3430,Rajant Corporation,""
590,3437,SION Power,""
592,3457,University of Arizona College of Engineering,""
593,3491,Legend Technologies,""
594,3502,GE Global Research,""
595,3507,Trudeau Institute,""
596,3511,Starfire Systems,""
597,3511,Southwest Research Institute,""
598,3511,Starfire Systems,""
599,3522,Bowling Green State University,""
602,3537,FATS Inc.,""
544,3183,Drexel University,Drexel University
565,3340,II-VI Corporation,II-VI Inc
586,3420,Unisys Corporation,Unisys Corp
553,3288,Wake Forest University Health Sciences,Wake Forest University Health Sciences
600,3524,Printpack Inc.,Printpack Inc
510,2991,Iowa State University,Iowa State University
601,3528,Scientific Research Corporation,Scientific Research Corp
579,3374,Stevens Institute of Technology,Stevens Institute of Technology
573,3362,Rutgers University,Rutgers University
500,2903,SAIC Inc.,SAIC Inc
560,3327,Advanced Ceramics Research,Advanced Ceramics Research
591,3441,Advanced Ceramics Research,Advanced Ceramics Research
575,3366,New Jersey Institute of Technology,New Jersey Institute of Technology
489,2820,Texas A&M University,Texas A&M University
490,2825,Texas A&M University,Texas A&M University
488,2809,L-3 Communications,L-3 Communications
564,3339,L-3 Communications,L-3 Communications
533,3097,Digital Fusion Inc.,Digital Fusion
482,2762,Gentex Corporation,Gentex Corp
509,2991,University of Wisconsin,University of Wisconsin
523,3043,KLA-Tencor,KLA-Tencor Corp
501,2907,AmeriQual,Ameriqual Group
525,3043,KLA Tencor,KLA-Tencor Corp
526,3043,KLA Tencor,KLA-Tencor Corp
603,3539,SMISSION-Cartledge Biomedical,""
604,3546,Stephen F. Austin State University,""
605,3552,University of Texas at Tyler,""
606,3560,Southwest Research Institute,""
607,3571,Sperry Marine,""
608,3579,NextGen Aeronautics,""
614,3625,Tennessee Technological University,""
615,3657,Elbit Systems of America,""
616,3659,Elbit Systems of America,""
617,3664,InterConnect Company,""
619,3670,SRI Product Development,""
620,3671,ATR Electronics,""
621,3671,Southwest Research Institute,""
622,3679,139th Airlift Wing,""
623,3691,Methodist Hospital System,""
625,3704,Advanced Ceramics Manufacturing,""
627,3733,eMagin Corporation,""
628,3742,New York National Guard,""
629,3744,New York National Guard,""
630,3748,New York National Guard,""
631,3749,New York National Guard,""
632,3750,eMagin Corporation,""
633,3756,Cytec Engineered Materials,""
634,3775,Rock Island Arsenal,""
635,3783,Language Weaver,""
636,3785,Nextgen Aeronautics,""
639,3797,Physical Optics Corporation,""
640,3801,UCLA School of Public Health,""
641,3803,"Sierra Monolithics, Inc.",""
642,3806,Falex Corporation,""
647,3833,General Dynamics Ordance and Tactical Systems,""
648,3844,"Insitu Group, Inc",""
649,3856,Longworth Industries,""
650,3871,The Partnership for Defense Innovation Defense Security Technology Accelerator (DSTA),""
652,3876,University of North Carolina at Charlotte,""
653,3931,South Dakota School of Mines and Technology,""
654,3936,South Dakota School of Mines and Technology,""
655,3939,South Dakota State University,""
656,3943,Dakota Power Inc.,""
657,3944,South Dakota School of Mines and Technology,""
658,3954,South Dakota School of Mines and Technology,""
659,3957,South Dakota School of Mines and Technology,""
660,3961,South Dakota School of Mines and Technology,""
661,3974,CUBRC,""
662,3990,"Carleton Technologies, Inc.",""
668,4043,Fala Technologies,""
669,4043,C9 Corporation,""
670,4043,C9 Corporation,""
671,4061,APHIS Hawaii,""
672,4064,"Marine Corps Headquarters, Programs and Resources Department",""
673,4084,Molokai RC&D,""
674,4085,Office of Naval Research,""
675,4096,NRCS Hawaii,""
676,4104,Science Applications International Corporation (SAIC),""
679,4109,Advanced Technical Intelligence Center for Human Capital Development,""
680,4110,General Dynamics Advanced Information Systems,""
681,4112,Air Force Institute of Technology,""
683,4119,Advanced Virtual Engine Test Cell (AVETec),""
686,4137,Qbase,""
689,4145,LOGTEC,""
692,4151,TPI Composites,""
694,4155,"Phygen, Inc",""
695,4169,Eagle Tool & Machine,""
696,4169,QuesTek Innovations LLC,""
697,4210,"Vehicle Control Training, LLC",""
698,4214,Malden Mills Industries,""
699,4215,Malden Mills Industries,""
700,4215,Malden Mill Industries,""
702,4223,Hownet Castings,""
703,4226,L3 Combat Propulsion Systems,""
704,4230,L3 Combat Propulsion Systems,""
707,4243,Fidelity Technologies,""
708,4246,"Valley Technologies, Inc.",""
710,4264,APHIS Pennsylvania and Pennsylvania Department of Agriculture,""
711,4267,"DCGS (A), Attn",""
712,4267,SFAE-IEWS-DCGSA,""
713,4269,"HQ, CERDEC Attn",""
714,4269,Amsrd-Cer-D,""
715,4272,"HQ, CERDEC Attn",""
716,4272,Amsrd-Cer-D,""
718,4282,Robert Wood Johnson Medical School and the Cancer Institute of New Jersey,""
719,4285,"Semandex Networks, Inc",""
721,4312,Network Fab Corporation,""
722,4319,Golden Gate National Parks/National Park Service,""
723,4319,"National Japanese American Historicial Society, Inc.",""
724,4323,SAM Medical Products,""
690,4147,"Woolpert, Inc.",Woolpert LLP
678,4108,Sarnoff Corporation,Sarnoff Corp
685,4132,Greentree Group,Greentree Group
682,4118,PPG Industries,PPG Industries
709,4250,Penn State University,Penn State University
717,4277,PharmAthene,Pharmathene Inc
610,3604,University of Mississippi,University of Mississippi
684,4129,International Truck and Engine Corporation,International Truck & Engine
720,4309,Santa Clara University,Santa Clara University
612,3610,General Dynamics,General Dynamics
665,4015,Binghamton University,Binghamton University
663,3991,Calspan,Calspan Corp
701,4215,Peckham Industries,PECKHAM INDUSTRIES
626,3728,"FLIR Systems, Inc",FLIR Systems
613,3613,Goodyear Tire and Rubber Company,Goodyear Tire & Rubber
666,4029,BAE Systems,BAE Systems
705,4238,Michigan State University,Michigan State University
691,4150,ITT Corporation,ITT Corp
618,3669,"L-3 Communications, Integrated Systems",L-3 Communications
664,3994,Indiana University,Indiana University
609,3580,SPARTA Inc.,Sparta Inc
651,3876,Northrop Grumman,Northrop Grumman
637,3786,Intelligent Optical Systems,Intelligent Optical Systems
611,3609,Virginia Tech,Virginia Tech University
667,4042,Rockwell Collins,Rockwell Collins Inc
643,3813,Gentex Corporation,Gentex Corp
726,4341,Vital Apparel Group/InSport,""
727,4344,ManTech Systems Engineered Corp,""
728,4345,R-Cubed Technologies,""
729,4374,NAWCAD,""
730,4376,Center for Energetic Concepts Development,""
731,4379,Applied Research Associates Inc.,""
734,4398,Patuxent River NAS,""
735,4421,Beretta USA,""
737,4442,"Production Products, Inc",""
741,4459,San Diego DEFCOMM,""
742,4460,"Allermed Laboratories, Inc",""
743,4461,"Chenowth Racing Prouducts, INC",""
744,4462,"Oxyband Technologies, Inc",""
745,4464,Army National Guard,""
746,4465,Information Systems Laboratories,""
747,4466,"Marine Group, INC",""
749,4474,Cytec Industries,""
751,4480,Lumera Corporation,""
754,4520,"CERCOM, Inc",""
755,4521,Vertigo Incorporated,""
757,4528,CSISB,""
758,4529,U.S. Display Consortium,""
760,4529,U.S. Display Consortium,""
761,4529,Cabot Corporation,""
762,4529,U.S. Display Consortium,""
763,4529,U.S. Display Consortium,""
764,4529,Potomac Photonics,""
765,4537,Chicago State University,""
766,4558,Chicago Magnesium Casting Co.,""
767,4573,Windy City Harvest,""
768,4573,"Chicago, Illinois",""
772,4623,"CYC Enterprises, Inc.",""
775,4637,GlobeRanger Corporation,""
777,4646,Creative Thermal Solutions,""
778,4647,University if Illinois at Urbana-Champaign,""
780,4654,"Arteriocyte, Inc.",""
781,4659,Powdermet,""
785,4682,Joint Systems Manufacturing Center,""
786,4689,"Appleton Papers, Inc",""
787,4695,Utility Tool & Trailers,""
788,4696,Utility Tool & Trailers,""
790,4729,Pocal Industiries,""
